,bundle_set,quantity,sub_cat_3_name_en,sku_ready_required_days,packing_box_type,weight,height,length,width,manufacturer_country_en,is_weekend,any_promotion,total_price_range
7019,0,1,Other Frozen Seafood,0,FROZEN,65.0,80,80,40.0,JAPAN,weekday,1,FREE
7024,0,1,Other Frozen Seafood,0,FROZEN,80.0,150,80,10.0,JAPAN,weekday,1,FREE
7027,0,1,Other Frozen Seafood,0,FROZEN,32.0,150,100,50.0,JAPAN,weekday,1,< 50
7036,0,1,Other Frozen Seafood,0,FROZEN,32.0,150,100,50.0,JAPAN,weekday,0,< 50
7037,0,1,Other Frozen Seafood,0,FROZEN,120.0,205,145,15.0,CHINA,weekday,1,< 50
7038,0,1,Other Frozen Seafood,0,FROZEN,120.0,130,110,30.0,CHINA,weekday,1,< 50
7044,0,1,Other Frozen Seafood,0,FROZEN,160.0,195,160,20.0,VIET NAM,weekday,0,< 50
7048,0,1,Other Frozen Seafood,0,FROZEN,400.0,230,180,20.0,CHINA,weekday,1,< 50
7060,0,1,Other Frozen Seafood,0,FROZEN,160.0,205,145,15.0,CHINA,weekday,1,< 50
7072,0,1,Other Frozen Seafood,0,FROZEN,200.0,325,150,25.0,SPAIN,weekday,1,51-100
7095,0,1,Other Frozen Seafood,0,FROZEN,240.0,300,100,40.0,CHINA,weekday,1,51-100
7096,0,3,Other Frozen Seafood,0,FROZEN,160.0,120,180,60.0,NORWAY,weekday,1,101-200
7097,0,1,Other Frozen Seafood,0,FROZEN,800.0,300,350,200.0,JAPAN,weekday,0,101-200
7098,0,1,Other Frozen Seafood,0,FROZEN,600.0,300,350,200.0,JAPAN,weekday,1,101-200
7103,0,1,Other Frozen Seafood,0,FROZEN,900.0,300,350,200.0,JAPAN,weekday,1,201-300
7108,0,1,Other Frozen Seafood,0,FROZEN,280.0,100,100,100.0,MALAYSIA,weekday,1,< 50
7109,0,1,Other Frozen Seafood,0,FROZEN,300.0,100,100,100.0,CHINA,weekday,1,< 50
7112,0,2,Other Frozen Seafood,0,FROZEN,250.0,100,100,100.0,INDONESIA,weekday,1,< 50
7114,0,1,Other Frozen Seafood,0,FROZEN,180.0,180,120,20.0,CHINA,weekday,1,< 50
7115,0,1,Other Frozen Seafood,0,FROZEN,500.0,100,100,100.0,THAILAND,weekday,1,< 50
7120,0,2,Other Frozen Seafood,0,FROZEN,450.0,300,180,180.0,OTHERS,weekday,0,< 50
7122,0,1,Other Frozen Seafood,0,FROZEN,397.0,300,180,180.0,CANADA,weekday,0,< 50
7123,0,2,Other Frozen Seafood,0,FROZEN,250.0,120,100,20.0,JAPAN,weekday,1,101-200
7133,0,1,Other Frozen Seafood,0,FROZEN,500.0,160,120,55.0,CHINA,weekday,1,51-100
7135,0,1,Other Frozen Seafood,0,FROZEN,200.0,140,160,25.0,VIET NAM,weekday,1,< 50
7136,0,1,Other Frozen Seafood,0,FROZEN,200.0,85,85,85.0,CHINA,weekday,1,51-100
7138,0,1,Other Frozen Seafood,0,FROZEN,150.0,165,240,90.0,THAILAND,weekday,1,< 50
7140,0,1,Other Frozen Seafood,0,FROZEN,500.0,310,220,75.0,THAILAND,weekday,1,< 50
7145,0,1,Other Frozen Seafood,0,FROZEN,252.0,175,130,20.0,CHINA,weekday,0,< 50
7147,0,2,Other Frozen Seafood,0,FROZEN,220.0,150,210,30.0,INDONESIA,weekday,1,51-100
7148,0,1,Other Frozen Seafood,0,FROZEN,320.0,150,210,30.0,VIETNAM,weekday,1,< 50
7153,0,1,Other Frozen Seafood,0,FROZEN,210.0,210,160,20.0,CANADA,weekday,1,101-200
7200,0,1,Other Frozen Seafood,0,FROZEN,500.0,100,50,50.0,CHINA,weekday,0,101-200
7201,0,1,Other Frozen Seafood,0,FROZEN,500.0,210,300,80.0,VIET NAM,weekday,1,< 50
7203,0,4,Other Frozen Seafood,0,FROZEN,140.0,190,160,25.0,HONG KONG,weekday,1,< 50
7204,0,2,Other Frozen Seafood,0,FROZEN,380.0,190,140,55.0,HONG KONG,weekday,1,< 50
7205,0,1,Other Frozen Seafood,0,FROZEN,100.0,190,160,25.0,HONG KONG,weekday,1,FREE
7207,0,1,Other Frozen Seafood,0,FROZEN,120.0,50,100,10.0,CHINA,weekday,1,< 50
7210,0,1,Other Frozen Seafood,0,FROZEN,500.0,220,220,50.0,THAILAND,weekday,1,< 50
7211,0,1,Other Frozen Seafood,0,FROZEN,150.0,200,150,50.0,CHINA,weekday,0,< 50
7214,0,1,Other Frozen Seafood,0,FROZEN,150.0,200,150,50.0,CHINA,weekday,1,< 50
7226,0,1,Other Frozen Seafood,0,FROZEN,500.0,150,210,100.0,CHINA,weekday,1,< 50
7229,0,1,Other Frozen Seafood,0,FROZEN,300.0,200,100,100.0,CHINA,weekday,0,< 50
7233,0,1,Other Frozen Seafood,0,FROZEN,100.0,200,115,30.0,CHINA,weekday,1,< 50
7237,0,1,Other Frozen Seafood,0,FROZEN,250.0,150,100,50.0,JAPAN,weekday,1,101-200
7238,0,1,Other Frozen Seafood,0,FROZEN,300.0,150,100,80.0,VIET NAM,weekday,1,< 50
7239,0,1,Other Frozen Seafood,0,FROZEN,120.0,180,180,80.0,JAPAN,weekday,1,< 50
7240,0,3,Other Frozen Seafood,0,FROZEN,350.0,60,230,150.0,TAIWAN,weekday,1,51-100
7241,0,4,Other Frozen Seafood,0,FROZEN,1090.0,80,175,160.0,NEW ZEALAND,weekday,1,401-500
7250,0,1,Other Frozen Seafood,0,FROZEN,220.0,30,230,205.0,PHILIPPINES,weekday,1,< 50
7254,0,1,Other Frozen Seafood,0,FROZEN,300.0,180,150,120.0,JAPAN,weekday,1,101-200
7255,0,1,Other Frozen Seafood,0,FROZEN,300.0,250,150,50.0,JAPAN,weekday,1,101-200
7257,0,2,Other Frozen Seafood,0,FROZEN,270.0,250,50,30.0,JAPAN,weekday,1,< 50
7263,0,1,Other Frozen Seafood,0,FROZEN,500.0,200,150,50.0,JAPAN,weekday,1,51-100
7302,0,1,Other Frozen Seafood,0,FROZEN,454.0,250,200,50.0,JAPAN,weekday,1,101-200
7336,0,1,Other Frozen Seafood,0,FROZEN,300.0,350,240,40.0,VIET NAM,weekday,1,< 50
7337,0,2,Other Frozen Seafood,0,FROZEN,454.0,350,250,50.0,KOREA,weekday,1,101-200
7507,0,1,Other Frozen Seafood,0,FROZEN,300.0,170,150,40.0,VIET NAM,weekday,0,< 50
7588,0,1,Other Frozen Seafood,0,FROZEN,250.0,20,340,230.0,CHINA,weekday,0,301-400
7589,0,1,Other Frozen Seafood,0,FROZEN,1000.0,50,290,170.0,CHINA,weekday,1,201-300
7591,0,1,Other Frozen Seafood,0,FROZEN,100.0,35,105,105.0,KOREA,weekday,1,< 50
7592,0,1,Other Frozen Seafood,0,FROZEN,500.0,20,210,150.0,TAIWAN,weekday,1,< 50
7595,0,1,Other Frozen Seafood,0,FROZEN,220.0,30,180,180.0,HONG KONG,weekday,1,51-100
7633,0,1,Other Frozen Seafood,0,FROZEN,300.0,30,330,220.0,CHINA,weekday,0,101-200
7635,0,1,Other Frozen Seafood,0,FROZEN,300.0,30,300,180.0,CHINA,weekday,1,101-200
7636,0,1,Other Frozen Seafood,0,FROZEN,150.0,30,300,180.0,CHINA,weekday,1,101-200
7637,0,1,Other Frozen Seafood,0,FROZEN,300.0,200,150,20.0,VIET NAM,weekday,0,< 50
7638,0,1,Other Frozen Seafood,0,FROZEN,360.0,200,200,100.0,KOREA,weekday,0,51-100
7639,0,1,Other Frozen Seafood,0,FROZEN,180.0,180,200,70.0,CANADA,weekday,1,51-100
7641,0,1,Other Frozen Seafood,0,FROZEN,200.0,200,200,40.0,CHINA,weekday,1,101-200
7643,0,1,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekday,0,< 50
7644,0,1,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekday,1,< 50
7645,0,1,Other Frozen Seafood,0,FROZEN,454.0,250,180,30.0,CANADA,weekday,1,< 50
7646,0,2,Other Frozen Seafood,0,FROZEN,350.0,230,180,25.0,TAIWAN,weekday,1,51-100
7647,0,2,Other Frozen Seafood,0,FROZEN,600.0,250,200,50.0,JAPAN,weekday,1,101-200
7649,0,1,Other Frozen Seafood,0,FROZEN,200.0,150,250,40.0,CHINA,weekday,1,< 50
7650,0,1,Other Frozen Seafood,0,FROZEN,300.0,190,145,30.0,MALAYSIA,weekday,1,< 50
7651,0,1,Other Frozen Seafood,0,FROZEN,226.0,257,175,30.0,BRAZIL,weekday,0,101-200
7652,0,1,Other Frozen Seafood,0,FROZEN,350.0,260,174,1.5,TAIWAN,weekday,1,< 50
7653,0,1,Other Frozen Seafood,0,FROZEN,170.0,200,150,20.0,BRAZIL,weekday,1,101-200
7658,0,1,Other Frozen Seafood,0,FROZEN,250.0,150,200,30.0,JAPAN,weekday,1,101-200
7660,0,1,Other Frozen Seafood,0,FROZEN,130.0,140,140,140.0,CHINA,weekday,1,51-100
7661,0,1,Other Frozen Seafood,0,FROZEN,100.0,140,140,140.0,CHINA,weekday,1,< 50
7662,0,1,Other Frozen Seafood,0,FROZEN,100.0,140,140,140.0,CHINA,weekday,0,< 50
7663,0,1,Other Frozen Seafood,0,FROZEN,800.0,300,250,50.0,CHINA,weekday,1,51-100
7664,0,1,Other Frozen Seafood,0,FROZEN,170.0,150,150,150.0,CHINA,weekday,0,< 50
7665,0,1,Other Frozen Seafood,0,FROZEN,85.0,100,100,50.0,JAPAN,weekday,0,< 50
7666,0,1,Other Frozen Seafood,0,FROZEN,300.0,100,100,50.0,KOREA,weekday,0,< 50
7671,0,1,Other Frozen Seafood,0,FROZEN,250.0,100,150,100.0,TAIWAN,weekday,0,< 50
7674,0,1,Other Frozen Seafood,0,FROZEN,100.0,100,100,50.0,CHINA,weekday,1,< 50
7685,0,1,Other Frozen Seafood,0,FROZEN,250.0,180,120,30.0,CHINA,weekday,1,< 50
7687,0,1,Other Frozen Seafood,0,FROZEN,328.0,300,190,20.0,CHINA,weekday,0,< 50
7688,0,1,Other Frozen Seafood,0,FROZEN,256.0,66,111,95.0,JAPAN,weekday,0,51-100
7721,0,1,Other Frozen Seafood,0,FROZEN,320.0,180,145,50.0,MALAYSIA,weekday,0,< 50
7746,0,1,Other Frozen Seafood,0,FROZEN,212.0,40,194,183.0,CHINA,weekday,0,< 50
7798,0,1,Other Frozen Seafood,0,FROZEN,250.0,260,200,40.0,CHINA,weekday,1,< 50
7803,0,1,Other Frozen Seafood,0,FROZEN,200.0,250,280,250.0,CANADA,weekday,1,51-100
7816,0,2,Other Frozen Seafood,0,FROZEN,200.0,110,70,40.0,MALAYSIA,weekday,0,101-200
7817,0,2,Other Frozen Seafood,0,FROZEN,200.0,160,90,40.0,MALAYSIA,weekday,0,101-200
7818,0,1,Other Frozen Seafood,0,FROZEN,200.0,200,140,20.0,MALAYSIA,weekday,0,< 50
7819,0,1,Frozen Fish,0,FROZEN,125.0,300,120,30.0,CHINA,weekend,0,< 50
7823,0,1,Frozen Fish,0,FROZEN,120.0,250,170,10.0,VIET NAM,weekend,0,< 50
7826,0,1,Frozen Fish,0,FROZEN,250.0,210,150,30.0,CHINA,weekend,0,< 50
7828,0,1,Frozen Fish,0,FROZEN,143.0,300,120,30.0,CHINA,weekend,0,< 50
7832,0,1,Frozen Fish,0,FROZEN,434.0,33,155,319.0,NORWAY,weekend,0,< 50
7833,0,1,Frozen Fish,0,FROZEN,512.0,67,206,238.0,VIET NAM,weekend,0,< 50
7834,0,2,Frozen Fish,0,FROZEN,340.0,260,150,60.0,JAPAN,weekend,0,101-200
7837,0,1,Frozen Fish,0,FROZEN,1135.0,160,220,60.0,NORWAY,weekend,0,< 50
7838,0,1,Frozen Fish,0,FROZEN,250.0,300,200,20.0,VIET NAM,weekend,0,< 50
7839,0,1,Frozen Fish,0,FROZEN,400.0,300,200,20.0,NORWAY,weekend,0,< 50
7841,0,1,Frozen Fish,0,FROZEN,400.0,300,200,20.0,NORWAY,weekend,0,< 50
7842,0,1,Frozen Fish,0,FROZEN,170.0,255,115,20.0,JAPAN,weekend,0,< 50
7844,0,2,Frozen Fish,0,FROZEN,100.0,90,100,70.0,CHINA,weekend,0,51-100
7851,0,1,Frozen Fish,0,FROZEN,500.0,300,200,20.0,VIET NAM,weekend,0,< 50
7860,0,1,Frozen Fish,0,FROZEN,454.0,48,222,341.0,CANADA,weekend,0,< 50
7861,0,2,Frozen Fish,0,FROZEN,1000.0,250,200,100.0,VIET NAM,weekend,0,201-300
7863,0,1,Frozen Fish,0,FROZEN,200.0,210,140,30.0,SINGAPORE,weekend,0,< 50
7864,0,1,Frozen Fish,0,FROZEN,240.0,250,150,50.0,INDIA,weekend,0,< 50
7865,0,3,Frozen Fish,0,FROZEN,350.0,250,150,50.0,INDONESIA,weekend,1,101-200
7866,0,1,Frozen Fish,0,FROZEN,340.0,250,180,20.0,UNITED STATES OF AMERICA,weekend,1,101-200
7867,0,1,Frozen Fish,0,FROZEN,355.0,250,150,50.0,PERU,weekend,0,< 50
7868,0,1,Frozen Fish,0,FROZEN,800.0,400,200,80.0,INDONESIA,weekend,1,51-100
7869,0,2,Frozen Fish,0,FROZEN,195.0,150,110,35.0,JAPAN,weekend,1,101-200
7870,0,1,Frozen Fish,0,FROZEN,270.0,150,110,35.0,CHINA,weekend,0,< 50
7871,0,4,Frozen Fish,0,FROZEN,250.0,150,110,35.0,JAPAN,weekend,1,101-200
7875,0,1,Frozen Fish,0,FROZEN,250.0,250,180,20.0,CHINA,weekend,0,< 50
7876,0,1,Frozen Fish,0,FROZEN,200.0,250,150,50.0,INDONESIA,weekend,0,51-100
7878,0,1,Frozen Fish,0,FROZEN,300.0,250,150,50.0,CHINA,weekend,0,< 50
7881,0,1,Frozen Fish,0,FROZEN,500.0,130,120,50.0,CHINA,weekend,0,< 50
7882,0,1,Frozen Fish,0,FROZEN,160.0,200,150,10.0,CHINA,weekend,0,< 50
7883,0,1,Frozen Fish,0,FROZEN,500.0,400,230,10.0,NORWAY,weekend,0,101-200
7885,0,1,Frozen Fish,0,FROZEN,500.0,350,200,20.0,NORWAY,weekend,0,101-200
7887,0,3,Frozen Fish,0,FROZEN,200.0,100,80,40.0,JAPAN,weekend,0,301-400
7889,0,2,Frozen Fish,0,FROZEN,160.0,260,120,10.0,JAPAN,weekend,0,101-200
7891,0,1,Frozen Fish,0,FROZEN,350.0,400,170,10.0,NORWAY,weekend,0,101-200
7893,0,1,Frozen Fish,0,FROZEN,410.0,280,250,30.0,JAPAN,weekend,0,101-200
7898,0,1,Frozen Fish,0,FROZEN,300.0,200,200,200.0,JAPAN,weekend,0,< 50
7900,0,1,Frozen Fish,0,FROZEN,454.0,200,250,180.0,CANADA,weekend,0,< 50
7901,0,1,Frozen Fish,0,FROZEN,500.0,45,210,170.0,GREENLAND,weekend,0,51-100
7902,0,1,Frozen Fish,0,FROZEN,500.0,50,200,60.0,CHINA,weekend,0,< 50
7903,0,2,Frozen Fish,0,FROZEN,350.0,250,150,50.0,NORWAY,weekend,0,101-200
7904,0,1,Frozen Fish,0,FROZEN,300.0,50,100,150.0,CHILE,weekend,0,< 50
7908,0,1,Frozen Fish,0,FROZEN,1000.0,200,200,200.0,CHINA,weekend,0,201-300
7909,0,2,Frozen Fish,0,FROZEN,200.0,170,190,25.0,NEW ZEALAND,weekend,1,201-300
7911,0,1,Frozen Fish,0,FROZEN,148.0,150,200,290.0,JAPAN,weekend,0,< 50
7913,0,1,Frozen Fish,0,FROZEN,95.0,80,130,50.0,JAPAN,weekend,0,FREE
7916,0,1,Frozen Fish,0,FROZEN,350.0,100,100,100.0,UNITED STATES OF AMERICA,weekend,1,< 50
7918,0,1,Frozen Fish,0,FROZEN,500.0,70,150,180.0,NORWAY,weekend,0,101-200
7919,0,1,Frozen Fish,0,FROZEN,500.0,70,150,200.0,NORWAY,weekend,1,51-100
7922,0,1,Frozen Fish,0,FROZEN,300.0,120,80,80.0,NORWAY,weekend,0,< 50
7923,0,1,Frozen Fish,0,FROZEN,215.0,300,180,180.0,JAPAN,weekend,0,< 50
7924,0,1,Frozen Fish,0,FROZEN,250.0,180,120,40.0,TAIWAN,weekend,0,51-100
7926,0,1,Frozen Fish,0,FROZEN,300.0,300,180,180.0,JAPAN,weekend,0,< 50
7927,0,1,Frozen Fish,0,FROZEN,150.0,300,100,20.0,CHINA,weekend,0,FREE
7929,0,1,Frozen Fish,0,FROZEN,100.0,300,100,25.0,CHINA,weekend,0,< 50
7931,0,2,Frozen Fish,0,FROZEN,90.0,280,135,20.0,CHINA,weekend,1,< 50
7932,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekend,0,51-100
7934,0,1,Frozen Fish,0,FROZEN,180.0,100,100,100.0,TAIWAN,weekend,0,101-200
7937,0,2,Frozen Fish,0,FROZEN,140.0,15,220,160.0,UNITED STATES OF AMERICA,weekend,0,< 50
7938,0,1,Frozen Fish,0,FROZEN,170.0,15,200,120.0,CANADA,weekend,0,< 50
7939,0,2,Frozen Fish,0,FROZEN,220.0,25,220,160.0,NORWAY,weekend,0,101-200
7940,0,1,Frozen Fish,0,FROZEN,454.0,35,260,200.0,NEW ZEALAND,weekend,0,< 50
7943,0,1,Frozen Fish,0,FROZEN,450.0,35,260,200.0,NORWAY,weekend,0,< 50
7945,0,1,Frozen Fish,0,FROZEN,160.0,15,260,200.0,CHINA,weekend,0,< 50
7948,0,1,Frozen Fish,0,FROZEN,466.0,28,229,231.0,NORWAY,weekend,0,51-100
7949,0,1,Frozen Fish,0,FROZEN,224.0,49,118,253.0,CHINA,weekend,0,< 50
7950,0,1,Frozen Fish,0,FROZEN,488.0,31,279,240.0,CANADA,weekend,0,< 50
7951,0,1,Frozen Fish,0,FROZEN,294.0,35,194,160.0,CANADA,weekend,0,< 50
7952,0,2,Frozen Fish,0,FROZEN,356.0,40,203,178.0,VIETNAM,weekend,0,51-100
7956,0,1,Frozen Fish,0,FROZEN,340.0,220,160,40.0,CHINA,weekend,0,< 50
7959,0,1,Frozen Fish,0,FROZEN,420.0,210,160,35.0,CHINA,weekend,0,< 50
7964,0,1,Frozen Fish,0,FROZEN,270.0,190,280,30.0,JAPAN,weekend,0,< 50
7970,0,1,Frozen Fish,0,FROZEN,464.0,76,220,97.0,NORWAY,weekend,1,51-100
7974,0,1,Frozen Fish,0,FROZEN,500.0,220,160,40.0,NORWAY,weekend,0,101-200
7980,0,2,Frozen Fish,0,FROZEN,280.0,40,230,160.0,CHINA,weekend,0,101-200
7986,0,1,Frozen Fish,0,FROZEN,462.0,80,191,134.0,CHINA,weekend,0,51-100
7989,0,2,Frozen Fish,0,FROZEN,394.0,51,298,212.0,VIETNAM,weekend,0,51-100
7999,0,1,Frozen Fish,0,FROZEN,326.0,29,226,159.0,THAILAND,weekend,0,< 50
8003,0,2,Frozen Fish,0,FROZEN,370.0,53,187,256.0,VIETNAM,weekend,0,51-100
8031,0,1,Frozen Fish,0,FROZEN,544.0,38,212,257.0,VIETNAM,weekend,0,< 50
8037,0,1,Frozen Fish,0,FROZEN,300.0,220,160,40.0,CANADA,weekend,0,< 50
8084,0,2,Frozen Fish,0,FROZEN,400.0,250,200,50.0,NORWAY,weekend,0,101-200
8128,0,1,Frozen Fish,0,FROZEN,300.0,210,300,150.0,CHILE,weekend,0,< 50
8129,0,1,Frozen Fish,0,FROZEN,325.0,200,100,30.0,MALAYSIA,weekend,0,< 50
8133,0,1,Frozen Fish,0,FROZEN,300.0,200,370,80.0,UNITED STATES OF AMERICA,weekend,0,101-200
8134,0,1,Frozen Fish,0,FROZEN,500.0,220,400,40.0,NORWAY,weekend,1,101-200
8135,0,3,Frozen Fish,0,FROZEN,454.0,300,250,50.0,CANADA,weekend,0,201-300
8136,0,1,Frozen Fish,0,FROZEN,100.0,250,180,30.0,NORWAY,weekend,0,< 50
8143,0,3,Frozen Fish,0,FROZEN,150.0,30,130,85.0,CHINA,weekend,0,< 50
8144,0,2,Frozen Fish,0,FROZEN,150.0,39,120,80.0,CHINA,weekend,0,< 50
8145,0,1,Frozen Fish,0,FROZEN,155.0,20,130,85.0,CHINA,weekend,0,FREE
8146,0,2,Frozen Fish,0,FROZEN,150.0,20,130,95.0,CHINA,weekend,0,< 50
8147,0,1,Frozen Fish,0,FROZEN,130.0,40,110,90.0,CHINA,weekend,0,FREE
8149,0,2,Frozen Fish,0,FROZEN,150.0,50,110,80.0,CHINA,weekend,0,< 50
8156,0,1,Frozen Fish,0,FROZEN,150.0,35,130,105.0,CHINA,weekend,0,FREE
8221,0,1,Frozen Fish,0,FROZEN,400.0,300,250,50.0,KOREA,weekend,0,< 50
8222,0,1,Frozen Fish,0,FROZEN,650.0,300,250,30.0,KOREA,weekend,0,101-200
8223,0,1,Frozen Fish,0,FROZEN,227.0,40,250,120.0,DENMARK,weekend,0,51-100
8224,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekend,0,51-100
8225,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekend,0,51-100
8226,0,1,Frozen Fish,0,FROZEN,220.0,70,50,10.0,CHINA,weekend,0,FREE
8227,0,1,Frozen Fish,0,FROZEN,300.0,160,400,10.0,CHINA,weekend,0,51-100
8230,0,1,Frozen Fish,0,FROZEN,170.0,50,220,30.0,CHINA,weekend,0,FREE
8233,0,2,Frozen Fish,0,FROZEN,150.0,70,50,20.0,CHINA,weekend,0,< 50
8235,0,1,Frozen Fish,0,FROZEN,250.0,300,100,50.0,CHINA,weekend,1,< 50
8236,0,1,Frozen Fish,0,FROZEN,100.0,200,200,50.0,JAPAN,weekend,0,51-100
8237,0,1,Frozen Fish,0,FROZEN,100.0,300,200,50.0,NORWAY,weekend,1,< 50
8238,0,2,Frozen Fish,0,FROZEN,650.0,160,100,100.0,NORWAY,weekend,1,101-200
8241,0,3,Frozen Fish,0,FROZEN,320.0,220,220,50.0,UNITED STATES OF AMERICA,weekend,1,201-300
8242,0,1,Frozen Fish,0,FROZEN,200.0,200,300,30.0,UNITED STATES OF AMERICA,weekend,0,< 50
8243,0,1,Frozen Fish,0,FROZEN,400.0,160,100,100.0,JAPAN,weekend,1,101-200
8244,0,3,Frozen Fish,0,FROZEN,200.0,300,200,50.0,CHINA,weekend,0,51-100
8246,0,2,Frozen Fish,0,FROZEN,325.0,20,185,320.0,NORWAY,weekend,1,101-200
8250,0,1,Frozen Fish,0,FROZEN,300.0,160,100,100.0,UNITED STATES OF AMERICA,weekend,1,101-200
8254,0,1,Frozen Fish,0,FROZEN,350.0,200,200,50.0,JAPAN,weekend,0,51-100
8257,0,1,Frozen Fish,0,FROZEN,635.0,300,200,50.0,KOREA,weekend,0,51-100
8258,0,1,Frozen Fish,0,FROZEN,250.0,260,200,50.0,CHINA,weekend,0,< 50
8265,0,1,Frozen Fish,0,FROZEN,100.0,150,20,100.0,NORWAY,weekend,1,FREE
8266,0,1,Frozen Fish,0,FROZEN,600.0,250,220,40.0,NORWAY,weekend,0,FREE
8267,0,1,Frozen Fish,0,FROZEN,180.0,200,50,150.0,CHINA,weekend,0,FREE
8268,0,1,Frozen Fish,0,FROZEN,500.0,200,50,120.0,CHINA,weekend,0,101-200
8269,0,1,Frozen Fish,0,FROZEN,500.0,200,150,60.0,JAPAN,weekend,0,101-200
8270,0,1,Frozen Fish,0,FROZEN,120.0,200,50,80.0,JAPAN,weekend,0,< 50
8271,0,1,Frozen Fish,0,FROZEN,400.0,300,200,40.0,JAPAN,weekend,0,101-200
8275,0,1,Frozen Fish,0,FROZEN,250.0,250,180,30.0,UNITED STATES OF AMERICA,weekend,0,51-100
8277,0,1,Frozen Fish,0,FROZEN,650.0,200,150,60.0,JAPAN,weekend,0,101-200
8280,0,1,Frozen Fish,0,FROZEN,100.0,250,30,150.0,CANADA,weekend,0,< 50
8284,0,4,Frozen Fish,0,FROZEN,80.0,200,150,30.0,NORWAY,weekend,1,< 50
8287,0,1,Frozen Fish,0,FROZEN,100.0,200,100,50.0,CHINA,weekend,0,< 50
8288,0,1,Frozen Fish,0,FROZEN,500.0,200,150,60.0,JAPAN,weekend,0,101-200
8289,0,1,Frozen Fish,0,FROZEN,300.0,150,70,70.0,NORWAY,weekend,0,51-100
8290,0,3,Frozen Fish,0,FROZEN,1000.0,300,230,40.0,PORTUGAL,weekend,0,101-200
8291,0,1,Frozen Fish,0,FROZEN,300.0,270,170,30.0,UNITED STATES OF AMERICA,weekend,0,< 50
8292,0,1,Frozen Fish,0,FROZEN,500.0,625,220,20.0,NORWAY,weekend,0,101-200
8297,0,1,Frozen Fish,0,FROZEN,250.0,150,200,1.0,CHINA,weekend,0,FREE
8298,0,1,Frozen Fish,0,FROZEN,400.0,200,350,30.0,CANADA,weekend,0,101-200
8299,0,1,Frozen Fish,0,FROZEN,170.0,180,150,80.0,IRELAND,weekend,1,< 50
8300,0,2,Frozen Fish,0,FROZEN,100.0,150,200,60.0,CHINA,weekend,1,51-100
8301,0,1,Frozen Fish,0,FROZEN,320.0,150,200,60.0,CANADA,weekend,1,< 50
8302,0,2,Frozen Fish,0,FROZEN,200.0,150,200,60.0,CHINA,weekend,1,101-200
8303,0,1,Frozen Fish,0,FROZEN,300.0,100,100,60.0,NORWAY,weekend,1,< 50
8304,0,1,Frozen Fish,0,FROZEN,320.0,150,200,60.0,CANADA,weekend,1,< 50
8305,0,1,Frozen Fish,0,FROZEN,250.0,100,230,50.0,JAPAN,weekend,1,< 50
8308,0,2,Frozen Fish,0,FROZEN,360.0,150,100,40.0,NORWAY,weekend,1,101-200
8310,0,1,Frozen Fish,0,FROZEN,100.0,150,200,20.0,CHILE,weekend,1,< 50
8311,0,1,Frozen Fish,0,FROZEN,85.0,150,200,60.0,CANADA,weekend,1,< 50
8315,0,1,Frozen Fish,0,FROZEN,300.0,100,100,60.0,NORWAY,weekend,1,< 50
8318,0,1,Frozen Fish,0,FROZEN,140.0,180,220,80.0,NEW ZEALAND,weekend,1,< 50
8321,0,1,Frozen Fish,0,FROZEN,300.0,150,100,80.0,INDONESIA,weekend,0,< 50
8322,0,3,Frozen Fish,0,FROZEN,240.0,200,200,150.0,UNITED STATES OF AMERICA,weekend,0,101-200
8323,0,1,Frozen Fish,0,FROZEN,500.0,300,300,100.0,CHINA,weekend,0,51-100
8324,0,2,Frozen Fish,0,FROZEN,225.0,200,200,50.0,CHINA,weekend,0,51-100
8325,0,2,Frozen Fish,0,FROZEN,300.0,120,350,50.0,CHINA,weekend,0,201-300
8327,0,2,Frozen Fish,0,FROZEN,700.0,350,200,50.0,CHINA,weekend,0,301-400
8333,0,1,Frozen Fish,0,FROZEN,400.0,200,160,60.0,CANADA,weekend,1,101-200
8335,0,1,Frozen Fish,0,FROZEN,165.0,180,150,30.0,CANADA,weekend,1,101-200
8336,0,1,Frozen Fish,0,FROZEN,450.0,120,100,30.0,HONG KONG,weekend,0,101-200
8337,0,3,Frozen Fish,0,FROZEN,370.0,100,120,30.0,HONG KONG,weekend,0,201-300
8339,0,1,Frozen Fish,0,FROZEN,600.0,80,250,320.0,PHILIPPINES,weekend,0,< 50
8340,0,2,Frozen Fish,0,FROZEN,300.0,30,330,140.0,CHINA,weekend,1,101-200
8342,0,1,Frozen Fish,0,FROZEN,1100.0,60,260,250.0,CHINA,weekend,0,< 50
8345,0,1,Frozen Fish,0,FROZEN,220.0,20,220,160.0,ICELAND,weekend,0,< 50
8347,0,1,Frozen Fish,0,FROZEN,250.0,150,100,30.0,VIET NAM,weekend,0,FREE
8348,0,1,Frozen Fish,0,FROZEN,300.0,100,80,20.0,VIET NAM,weekend,1,< 50
8349,0,1,Frozen Fish,0,FROZEN,900.0,300,350,200.0,NORWAY,weekend,0,< 50
