,bundle_set,quantity,sub_cat_3_name_en,sku_ready_required_days,packing_box_type,weight,height,length,width,manufacturer_country_en,is_weekend,any_promotion,total_price_range
100644,1,2,Other Frozen Seafood,0,FROZEN,262.0,24,100,60.0,THAILAND,weekend,0,< 50
100744,0,1,Frozen Fish,0,FROZEN,260.0,140,100,100.0,UNITED STATES OF AMERICA,weekend,0,201-300
100745,0,1,Frozen Fish,0,FROZEN,1000.0,350,300,200.0,VIET NAM,weekend,0,101-200
100760,0,1,Frozen Fish,0,FROZEN,200.0,250,150,50.0,INDONESIA,weekend,1,< 50
100790,0,1,Frozen Fish,0,FROZEN,300.0,150,180,70.0,SINGAPORE,weekend,0,51-100
100791,0,1,Frozen Fish,0,FROZEN,330.0,200,200,200.0,CHINA,weekend,0,51-100
101433,0,1,Frozen Fish,0,FROZEN,450.0,350,200,300.0,TAIWAN,weekend,0,101-200
101438,0,1,Frozen Fish,0,FROZEN,240.0,200,100,100.0,JAPAN,weekend,0,< 50
101439,0,1,Frozen Fish,0,FROZEN,500.0,20,185,320.0,NORWAY,weekend,0,101-200
101480,0,2,Frozen Fish,0,FROZEN,500.0,300,160,35.0,MALAYSIA,weekend,0,101-200
101482,0,1,Frozen Fish,0,FROZEN,200.0,310,210,10.0,UNITED KINGDOM,weekend,0,101-200
101502,0,2,Frozen Fish,0,FROZEN,340.0,180,150,80.0,UNITED STATES OF AMERICA,weekend,0,201-300
101508,0,1,Frozen Fish,0,FROZEN,60.0,190,130,20.0,JAPAN,weekend,0,< 50
101526,0,1,Frozen Fish,0,FROZEN,142.0,300,100,40.0,NORWAY,weekend,1,FREE
101529,0,1,Frozen Fish,0,FROZEN,600.0,300,220,80.0,HONG KONG,weekend,0,51-100
101607,0,1,Frozen Fish,0,FROZEN,160.0,5,300,200.0,SCOTLAND,weekend,0,101-200
101612,0,3,Frozen Fish,0,FROZEN,440.0,100,100,100.0,NEW ZEALAND,weekend,0,101-200
101625,0,1,Frozen Fish,0,FROZEN,160.0,200,200,40.0,SWEDEN,weekend,0,< 50
101629,0,1,Frozen Fish,0,FROZEN,160.0,200,200,40.0,SWEDEN,weekend,0,< 50
101641,0,1,Frozen Fish,0,FROZEN,320.0,350,150,25.0,CHINA,weekend,0,101-200
101643,0,2,Frozen Fish,0,FROZEN,450.0,300,250,50.0,VIET NAM,weekend,0,51-100
101666,0,1,Frozen Fish,0,FROZEN,280.0,150,120,20.0,CHINA,weekend,1,< 50
101676,0,1,Frozen Fish,0,FROZEN,190.0,130,70,20.0,CHINA,weekend,1,< 50
101716,0,1,Frozen Fish,0,FROZEN,388.0,64,191,210.0,US,weekend,0,51-100
102524,0,1,Frozen Fish,0,FROZEN,200.0,140,90,30.0,NORWAY,weekend,0,< 50
102550,0,1,Frozen Shrimp and Crab,0,FROZEN,380.0,260,200,80.0,BRAZIL,weekend,0,301-400
102551,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,65,90,90.0,KOREA,weekend,0,201-300
102552,0,3,Frozen Shrimp and Crab,0,FROZEN,400.0,150,200,50.0,CHINA,weekend,0,201-300
102557,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,100,100,100.0,VIET NAM,weekend,0,201-300
102558,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,100,100.0,THAILAND,weekend,0,101-200
102640,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,100,250,20.0,VIET NAM,weekend,0,< 50
102643,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,220,150,70.0,CANADA,weekend,0,701-800
102653,0,2,Frozen Shrimp and Crab,0,FROZEN,120.0,170,80,60.0,CANADA,weekend,0,201-300
102655,0,2,Frozen Shrimp and Crab,0,FROZEN,227.0,90,80,90.0,INDIA,weekend,0,201-300
102656,0,2,Frozen Shrimp and Crab,0,FROZEN,200.0,140,240,50.0,MALAYSIA,weekend,0,101-200
102657,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,150,200,60.0,CANADA,weekend,0,< 50
102659,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,100,100,40.0,HONG KONG,weekend,0,< 50
102672,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,280,150,50.0,VIET NAM,weekend,1,201-300
102678,0,1,Frozen Shrimp and Crab,0,FROZEN,320.0,100,100,100.0,KOREA,weekend,0,201-300
102679,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,100,100,100.0,KOREA,weekend,0,101-200
102683,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,100,200,200.0,VIET NAM,weekend,0,< 50
102685,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,50,300,200.0,VIET NAM,weekend,0,101-200
102687,0,2,Frozen Shrimp and Crab,0,FROZEN,230.0,20,150,100.0,UNITED ARAB EMIRATES,weekend,0,301-400
102689,0,2,Frozen Shrimp and Crab,0,FROZEN,800.0,180,265,45.0,INDIA,weekend,0,301-400
102838,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,100,100,80.0,CHINA,weekend,0,101-200
102842,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,180,270,40.0,VIET NAM,weekend,0,< 50
103139,0,1,Frozen Seashell,0,FROZEN,160.0,210,150,20.0,CHINA,weekend,0,< 50
103153,0,1,Frozen Seashell,0,FROZEN,1800.0,300,350,200.0,JAPAN,weekend,0,701-800
103166,0,1,Frozen Seashell,0,FROZEN,230.0,280,175,25.0,CHINA,weekend,0,101-200
103368,0,1,Frozen Seashell,0,FROZEN,246.0,57,135,123.0,AUSTRALIA,weekend,0,401-500
103443,0,1,Frozen Seashell,0,FROZEN,200.0,100,100,50.0,KOREA,weekend,0,51-100
103447,0,1,Frozen Seashell,0,FROZEN,130.0,300,200,60.0,FRANCE,weekend,0,51-100
103449,0,1,Frozen Seashell,0,FROZEN,120.0,200,30,150.0,VIET NAM,weekend,1,< 50
103454,0,1,Frozen Seashell,0,FROZEN,1000.0,300,200,150.0,CHINA,weekend,1,101-200
103469,0,1,Frozen Seashell,0,FROZEN,1600.0,200,300,300.0,JAPAN/HONG KONG,weekend,0,301-400
103478,0,1,Frozen Seashell,0,FROZEN,1000.0,50,250,250.0,JAPAN,weekend,0,501-600
103643,0,1,Frozen Seashell,0,FROZEN,249.0,52,163,124.0,AUSTRALIA,weekend,0,401-500
103692,0,2,Other Frozen Seafood,0,FROZEN,200.0,90,60,30.0,AUSTRALIA,weekend,0,201-300
103766,0,1,Other Frozen Seafood,0,FROZEN,800.0,175,210,140.0,CANADA,weekend,0,301-400
103767,0,2,Other Frozen Seafood,0,FROZEN,180.0,180,200,70.0,CANADA,weekend,0,101-200
103768,0,2,Other Frozen Seafood,0,FROZEN,165.0,175,210,60.0,CANADA,weekend,0,301-400
103772,0,1,Other Frozen Seafood,0,FROZEN,110.0,250,300,100.0,AUSTRALIA,weekend,0,101-200
103777,0,1,Other Frozen Seafood,0,FROZEN,100.0,250,100,50.0,NETHERLANDS,weekend,0,101-200
103782,0,2,Other Frozen Seafood,0,FROZEN,500.0,200,200,100.0,VIET NAM,weekend,0,101-200
103783,0,1,Other Frozen Seafood,0,FROZEN,400.0,100,200,30.0,CHINA,weekend,0,< 50
103964,0,1,Frozen Fish,0,FROZEN,400.0,250,180,40.0,NEW ZEALAND,weekday,0,< 50
104532,0,1,Frozen Fish,0,FROZEN,500.0,200,300,50.0,KOREA,weekday,0,51-100
104537,0,4,Frozen Fish,0,FROZEN,150.0,100,100,100.0,TAIWAN,weekday,0,201-300
104721,0,1,Frozen Fish,0,FROZEN,120.0,10,240,175.0,CHINA,weekday,0,FREE
104731,0,3,Frozen Fish,0,FROZEN,320.0,100,100,100.0,UNITED STATES OF AMERICA,weekday,0,201-300
104898,0,1,Frozen Fish,0,FROZEN,1000.0,300,300,100.0,VIET NAM,weekday,0,51-100
104899,0,1,Frozen Fish,0,FROZEN,500.0,200,200,50.0,CHINA,weekday,0,< 50
105539,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,120,90,90.0,KOREA,weekday,0,51-100
105615,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,340,170,30.0,VIET NAM,weekday,0,< 50
105651,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,350,250,100.0,THAILAND,weekday,1,101-200
105653,0,1,Frozen Shrimp and Crab,0,FROZEN,330.0,50,270,210.0,THAILAND,weekday,0,< 50
105655,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,150,150,50.0,THAILAND,weekday,0,201-300
105809,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,200,250,180.0,JAPAN,weekday,0,101-200
106349,0,1,Frozen Seashell,0,FROZEN,300.0,200,150,50.0,KOREA,weekday,1,< 50
106545,0,1,Other Frozen Seafood,0,FROZEN,550.0,220,40,200.0,KOREA,weekday,0,101-200
106614,0,1,Other Frozen Seafood,0,FROZEN,454.0,200,200,40.0,VIET NAM,weekday,0,< 50
106624,0,4,Other Frozen Seafood,0,FROZEN,200.0,30,220,130.0,SPAIN,weekday,0,601-700
106634,0,1,Other Frozen Seafood,0,FROZEN,250.0,100,100,100.0,THAILAND,weekday,0,< 50
106718,0,1,Frozen Fish,0,FROZEN,650.0,140,240,50.0,JAPAN,weekday,0,101-200
106719,0,1,Frozen Fish,0,FROZEN,520.0,15,345,245.0,CHINA,weekday,0,51-100
108194,0,1,Frozen Fish,0,FROZEN,500.0,180,120,60.0,TAIWAN,weekday,0,51-100
108766,0,1,Frozen Fish,0,FROZEN,460.0,30,255,200.0,JAPAN,weekday,0,101-200
108776,0,1,Frozen Fish,0,FROZEN,520.0,200,180,30.0,CHINA,weekday,0,< 50
108852,0,1,Frozen Fish,0,FROZEN,360.0,180,200,30.0,CHINA,weekday,0,101-200
109837,0,1,Frozen Fish,0,FROZEN,400.0,280,190,50.0,NORWAY,weekday,0,< 50
109838,0,1,Frozen Fish,0,FROZEN,340.0,2100,3000,30.0,NEW ZEALAND,weekday,0,< 50
110091,0,1,Frozen Fish,0,FROZEN,300.0,190,70,20.0,SRI LANKA,weekday,0,< 50
110092,0,2,Frozen Fish,0,FROZEN,340.0,300,150,50.0,TAIWAN,weekday,0,101-200
112029,0,1,Frozen Fish,0,FROZEN,400.0,200,150,50.0,CHINA,weekday,0,< 50
112036,0,3,Frozen Fish,0,FROZEN,250.0,100,100,100.0,CHILE,weekday,1,101-200
112489,0,1,Frozen Fish,0,FROZEN,250.0,150,350,50.0,SPAIN,weekday,0,101-200
112609,0,2,Frozen Fish,0,FROZEN,600.0,60,210,140.0,NORWAY,weekday,0,51-100
113125,0,1,Frozen Fish,0,FROZEN,500.0,250,150,50.0,AUSTRALIA,weekday,1,201-300
113900,0,2,Frozen Fish,0,FROZEN,450.0,277,125,80.0,CHINA,weekday,0,101-200
114569,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,175,100,30.0,INDONESIA,weekday,0,51-100
115555,0,2,Frozen Shrimp and Crab,0,FROZEN,250.0,200,250,180.0,CANADA,weekday,0,101-200
115565,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,180,100,80.0,VIET NAM,weekday,0,301-400
115571,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,160,140,50.0,MALAYSIA,weekday,0,< 50
115690,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,200,250,180.0,OTHERS,weekday,0,101-200
117564,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,220,300,20.0,NORWAY,weekday,0,101-200
117653,0,1,Frozen Seashell,0,FROZEN,1000.0,300,230,20.0,JAPAN,weekday,0,101-200
117673,0,1,Frozen Seashell,0,FROZEN,454.0,300,250,180.0,CANADA,weekday,0,< 50
117834,0,1,Frozen Seashell,0,FROZEN,1050.0,60,210,140.0,JAPAN,weekday,0,201-300
118784,0,1,Frozen Seashell,0,FROZEN,1200.0,190,280,30.0,JAPAN,weekday,0,101-200
118942,0,1,Frozen Seashell,0,FROZEN,1000.0,300,200,150.0,CHINA,weekday,0,101-200
119015,0,1,Other Frozen Seafood,0,FROZEN,1600.0,120,300,200.0,SOUTH AFRICA,weekday,0,201-300
119188,0,1,Other Frozen Seafood,0,FROZEN,283.0,150,200,50.0,KOREA,weekday,1,FREE
119624,0,1,Other Frozen Seafood,0,FROZEN,500.0,210,300,80.0,VIET NAM,weekday,0,< 50
120771,0,1,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekday,1,< 50
121396,0,1,Frozen Fish,0,FROZEN,500.0,200,150,40.0,VIET NAM,weekday,1,< 50
122122,0,1,Frozen Fish,0,FROZEN,180.0,250,170,40.0,DENMARK,weekday,1,51-100
122293,0,1,Frozen Fish,0,FROZEN,400.0,250,200,150.0,UNITED STATES OF AMERICA,weekday,1,101-200
122637,0,2,Frozen Fish,0,FROZEN,100.0,200,140,10.0,CANADA,weekday,0,101-200
122757,0,2,Frozen Fish,0,FROZEN,10.0,100,100,100.0,UNITED KINGDOM,weekday,1,51-100
122821,0,1,Frozen Fish,0,FROZEN,250.0,150,100,20.0,CHINA,weekday,1,< 50
123615,0,1,Frozen Fish,0,CHILL,75.0,63,63,46.0,SPAIN,weekday,1,101-200
123798,0,1,Frozen Fish,0,FROZEN,380.0,350,220,35.0,CHILE,weekday,0,< 50
123920,0,1,Frozen Fish,0,FROZEN,280.0,34,193,188.0,INDONESIA,weekday,1,< 50
124562,0,1,Frozen Shrimp and Crab,0,FROZEN,160.0,50,100,10.0,ARGENTINA,weekday,1,51-100
124596,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,5,10,10.0,VIET NAM,weekday,1,101-200
124613,0,2,Frozen Shrimp and Crab,0,FROZEN,300.0,180,180,80.0,UNITED STATES OF AMERICA,weekday,1,201-300
124695,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,60,210,140.0,CANADA,weekday,0,101-200
124701,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekday,1,< 50
125295,0,1,Frozen Seashell,0,FROZEN,1000.0,300,230,20.0,JAPAN,weekday,0,201-300
125299,0,1,Frozen Seashell,0,FROZEN,300.0,200,100,50.0,AUSTRALIA,weekday,1,101-200
125864,0,1,Frozen Seashell,0,FROZEN,1000.0,200,200,50.0,NEW ZEALAND,weekday,1,101-200
125866,0,1,Frozen Seashell,0,FROZEN,454.0,200,100,50.0,CANADA,weekday,1,< 50
125867,0,1,Frozen Seashell,0,FROZEN,100.0,200,150,50.0,VIET NAM,weekday,1,51-100
125960,0,1,Frozen Seashell,0,FROZEN,1000.0,65,220,165.0,JAPAN,weekday,0,301-400
125968,0,1,Frozen Seashell,0,FROZEN,1000.0,280,210,70.0,JAPAN,weekday,1,101-200
126078,0,1,Frozen Seashell,0,FROZEN,220.0,52,163,124.0,AUSTRALIA,weekday,1,301-400
126195,0,1,Other Frozen Seafood,0,FROZEN,135.0,250,50,30.0,JAPAN,weekday,1,< 50
126233,0,1,Other Frozen Seafood,0,FROZEN,1000.0,210,120,25.0,CHINA,weekday,1,101-200
126241,0,2,Other Frozen Seafood,0,FROZEN,270.0,150,210,30.0,INDONESIA,weekday,1,51-100
126340,0,1,Other Frozen Seafood,0,FROZEN,500.0,50,300,220.0,JAPAN,weekday,1,101-200
126415,0,1,Other Frozen Seafood,0,FROZEN,300.0,30,300,180.0,KOREA,weekday,1,101-200
126419,0,2,Other Frozen Seafood,0,FROZEN,220.0,180,200,75.0,CANADA,weekday,1,301-400
126421,0,1,Other Frozen Seafood,0,FROZEN,330.0,175,210,90.0,CANADA,weekday,1,301-400
126422,0,2,Other Frozen Seafood,0,FROZEN,165.0,175,210,60.0,CANADA,weekday,1,301-400
126438,0,1,Other Frozen Seafood,0,FROZEN,350.0,230,180,25.0,TAIWAN,weekday,0,< 50
126634,0,1,Frozen Fish,0,FROZEN,680.0,335,260,45.0,CHINA,weekday,0,51-100
127769,0,1,Frozen Fish,0,FROZEN,100.0,350,200,300.0,OTHERS,weekday,1,101-200
127774,0,1,Frozen Fish,0,FROZEN,500.0,350,230,50.0,NORWAY,weekday,0,101-200
128266,0,1,Frozen Fish,0,FROZEN,600.0,80,200,150.0,CHILE,weekday,1,201-300
128276,0,1,Frozen Fish,0,FROZEN,400.0,40,200,60.0,HONG KONG,weekday,1,51-100
128434,0,1,Frozen Fish,0,FROZEN,300.0,200,150,20.0,CHINA,weekday,1,< 50
128447,0,1,Frozen Fish,0,FROZEN,450.0,200,100,40.0,CHINA,weekday,1,51-100
128530,0,1,Frozen Fish,0,FROZEN,200.0,100,200,50.0,UNITED KINGDOM,weekday,1,< 50
128552,0,1,Frozen Fish,0,FROZEN,250.0,290,200,10.0,JAPAN,weekday,1,< 50
130013,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,300,200,50.0,VIET NAM,weekday,0,< 50
130068,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,30,250,20.0,THAILAND,weekday,1,< 50
130181,0,1,Frozen Shrimp and Crab,0,FROZEN,90.0,100,150,50.0,CANADA,weekday,0,51-100
130265,0,1,Frozen Shrimp and Crab,0,FROZEN,975.0,30,300,200.0,JAPAN,weekday,1,101-200
130267,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekday,1,< 50
130269,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,200,150,20.0,VIET NAM,weekday,0,< 50
130288,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,280,200,40.0,JAPAN,weekday,1,51-100
130306,0,1,Frozen Shrimp and Crab,0,FROZEN,750.0,200,150,100.0,AUSTRALIA,weekday,0,101-200
130539,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,290,190,20.0,THAILAND,weekday,0,< 50
130542,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,150,150,50.0,THAILAND,weekday,1,< 50
130984,0,1,Frozen Seashell,0,FROZEN,250.0,35,260,200.0,UNITED STATES OF AMERICA,weekday,0,101-200
131524,0,1,Frozen Seashell,0,FROZEN,1000.0,100,70,20.0,JAPAN,weekday,0,101-200
131611,0,1,Frozen Seashell,0,FROZEN,900.0,100,100,100.0,JAPAN,weekday,1,101-200
132061,0,1,Other Frozen Seafood,0,FROZEN,100.0,130,150,60.0,JAPAN,weekday,1,< 50
133169,0,1,Frozen Fish,0,FROZEN,650.0,450,50,230.0,JAPAN,weekday,1,51-100
133170,0,1,Frozen Fish,0,FROZEN,120.0,246,170,5.0,CHINA,weekday,0,101-200
133219,0,1,Frozen Fish,0,FROZEN,500.0,350,220,20.0,NORWAY,weekday,0,101-200
133436,0,1,Frozen Fish,0,FROZEN,100.0,100,100,100.0,TAIWAN,weekday,0,101-200
133437,0,1,Frozen Fish,0,FROZEN,100.0,100,100,100.0,TAIWAN,weekday,0,51-100
134564,0,1,Frozen Fish,0,FROZEN,200.0,300,250,50.0,AUSTRALIA,weekday,0,101-200
134565,0,1,Frozen Fish,0,FROZEN,220.0,300,250,60.0,AUSTRALIA,weekday,0,101-200
134597,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,300,200,50.0,VIET NAM,weekday,1,< 50
134601,0,6,Frozen Shrimp and Crab,0,FROZEN,200.0,350,150,20.0,VIET NAM,weekday,0,301-400
134632,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,50,200,200.0,VIET NAM,weekday,1,201-300
134735,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,300,200,40.0,CHINA,weekday,1,< 50
134755,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,50,230,160.0,RUSSIAN FEDERATION,weekday,0,301-400
135820,0,1,Frozen Seashell,0,FROZEN,110.0,200,100,100.0,KOREA,weekday,0,101-200
135858,0,1,Frozen Seashell,0,FROZEN,454.0,230,250,35.0,CANADA,weekday,1,< 50
136053,0,1,Other Frozen Seafood,0,FROZEN,300.0,240,190,20.0,CHINA,weekday,0,< 50
136129,0,1,Other Frozen Seafood,0,FROZEN,900.0,320,250,70.0,SRI LANKA,weekday,0,201-300
136411,0,1,Frozen Fish,0,FROZEN,300.0,268,167,20.0,CHINA,weekday,1,< 50
136412,0,1,Frozen Fish,0,FROZEN,200.0,120,100,80.0,UNITED KINGDOM,weekday,1,101-200
136788,0,1,Frozen Fish,0,FROZEN,300.0,200,150,40.0,NORWAY,weekday,1,< 50
136789,0,2,Frozen Fish,0,FROZEN,600.0,350,200,40.0,CHINA,weekday,0,301-400
136806,0,1,Frozen Fish,0,FROZEN,140.0,100,100,100.0,TAIWAN,weekday,1,< 50
136847,0,2,Frozen Fish,0,FROZEN,170.0,150,130,30.0,SINGAPORE,weekday,0,51-100
137515,0,1,Frozen Fish,0,FROZEN,340.0,200,370,80.0,NORWAY,weekday,0,< 50
137523,0,2,Frozen Fish,0,FROZEN,400.0,300,250,100.0,CHINA,weekday,0,101-200
137715,0,2,Frozen Fish,0,FROZEN,325.0,20,185,320.0,NORWAY,weekday,0,101-200
137822,0,1,Frozen Fish,0,FROZEN,200.0,140,150,50.0,JAPAN,weekday,1,51-100
137824,0,1,Frozen Fish,0,FROZEN,101.0,200,200,100.0,JAPAN,weekday,1,201-300
137825,0,1,Frozen Fish,0,FROZEN,778.0,45,380,180.0,JAPAN,weekday,0,101-200
137827,0,1,Frozen Fish,0,FROZEN,715.0,430,190,50.0,JAPAN,weekday,1,101-200
138311,0,1,Frozen Fish,0,FROZEN,550.0,60,210,140.0,CHILE,weekday,1,101-200
138333,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekday,0,51-100
138335,0,1,Frozen Fish,0,FROZEN,500.0,300,300,100.0,VIET NAM,weekday,1,< 50
138349,0,1,Frozen Fish,0,FROZEN,300.0,190,240,20.0,UNITED STATES OF AMERICA,weekday,1,101-200
138350,0,1,Frozen Fish,0,FROZEN,900.0,150,280,80.0,HONG KONG,weekday,1,301-400
138443,0,1,Frozen Fish,0,FROZEN,500.0,300,200,20.0,HONG KONG,weekday,1,< 50
138659,0,1,Frozen Fish,0,FROZEN,200.0,140,300,20.0,CHINA,weekday,1,< 50
140789,0,1,Frozen Shrimp and Crab,0,FROZEN,380.0,260,200,80.0,BRAZIL,weekday,0,301-400
140920,0,1,Frozen Shrimp and Crab,0,FROZEN,2328.0,68,216,312.0,ARGENTINA,weekday,1,201-300
141048,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,250,30,150.0,RUSSIAN FEDERATION,weekday,0,301-400
141060,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,50,100,100.0,UNITED ARAB EMIRATES,weekday,0,201-300
141144,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekday,1,< 50
141147,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,150,200,50.0,THAILAND,weekday,1,51-100
141645,0,1,Frozen Shrimp and Crab,0,FROZEN,2200.0,303,205,55.0,VIETNAM,weekday,1,201-300
142917,0,1,Frozen Seashell,0,FROZEN,500.0,280,200,25.0,CHINA,weekday,1,< 50
142927,0,1,Frozen Seashell,0,FROZEN,450.0,150,120,60.0,SRI LANKA,weekday,1,101-200
143161,0,1,Frozen Seashell,0,FROZEN,240.0,20,180,120.0,CANADA/CHINA,weekday,0,201-300
143550,0,1,Other Frozen Seafood,0,FROZEN,615.0,180,140,10.0,CHINA,weekday,1,< 50
143551,0,2,Other Frozen Seafood,0,FROZEN,1000.0,120,300,200.0,SOUTH AFRICA,weekday,0,301-400
143556,0,1,Other Frozen Seafood,0,FROZEN,250.0,150,150,150.0,JAPAN,weekday,1,< 50
143597,0,1,Other Frozen Seafood,0,FROZEN,454.0,350,250,40.0,VIET NAM,weekday,1,< 50
143865,0,1,Frozen Fish,0,FROZEN,300.0,300,200,60.0,JAPAN,weekend,0,51-100
143886,0,1,Frozen Fish,0,FROZEN,450.0,277,125,80.0,CHINA,weekend,0,< 50
143891,0,1,Frozen Fish,0,FROZEN,600.0,200,200,40.0,INDONESIA,weekend,0,51-100
143893,0,1,Frozen Fish,0,FROZEN,290.0,250,150,50.0,INDONESIA,weekend,0,< 50
143904,0,2,Frozen Fish,0,FROZEN,300.0,300,250,30.0,ICELAND,weekend,1,51-100
143970,0,2,Frozen Fish,0,FROZEN,450.0,150,150,80.0,AUSTRALIA,weekend,0,301-400
143971,0,1,Frozen Fish,0,FROZEN,120.0,250,150,30.0,AUSTRALIA,weekend,0,51-100
143973,0,1,Frozen Fish,0,FROZEN,500.0,200,150,40.0,VIET NAM,weekend,0,< 50
143974,0,1,Frozen Fish,0,FROZEN,500.0,200,150,40.0,VIET NAM,weekend,0,< 50
143979,0,1,Frozen Fish,0,FROZEN,150.0,300,200,200.0,JAPAN,weekend,0,< 50
143987,0,1,Frozen Fish,0,FROZEN,300.0,220,100,30.0,CHINA,weekend,0,< 50
143990,0,1,Frozen Fish,0,FROZEN,100.0,100,100,100.0,TAIWAN,weekend,0,51-100
144405,0,1,Frozen Fish,0,FROZEN,300.0,20,180,30.0,MALAYSIA,weekend,0,< 50
144434,0,1,Frozen Fish,0,FROZEN,195.0,35,125,80.0,CHINA,weekend,0,FREE
144466,0,1,Frozen Fish,0,FROZEN,226.0,300,250,30.0,KOREA,weekend,1,101-200
144468,0,1,Frozen Fish,0,FROZEN,200.0,100,100,100.0,TAIWAN,weekend,0,< 50
144506,0,2,Frozen Fish,0,FROZEN,500.0,300,200,50.0,NORWAY,weekend,0,51-100
144508,0,1,Frozen Fish,0,FROZEN,120.0,246,170,5.0,CHINA,weekend,1,101-200
144512,0,2,Frozen Fish,0,FROZEN,440.0,180,100,30.0,NEW ZEALAND,weekend,0,101-200
144516,0,1,Frozen Fish,0,FROZEN,800.0,100,180,50.0,JAPAN,weekend,0,201-300
144532,0,1,Frozen Fish,0,FROZEN,300.0,250,150,100.0,NORWAY,weekend,0,< 50
144595,0,1,Frozen Fish,0,FROZEN,200.0,30,200,150.0,NORWAY,weekend,0,< 50
144618,0,2,Frozen Fish,0,FROZEN,120.0,200,200,200.0,CHINA,weekend,0,< 50
144663,0,1,Frozen Fish,0,FROZEN,330.0,300,200,50.0,AUSTRALIA,weekend,0,51-100
144733,0,1,Frozen Fish,0,FROZEN,250.0,150,150,50.0,CHILE,weekend,0,< 50
144734,0,3,Frozen Fish,0,FROZEN,200.0,100,200,50.0,UNITED KINGDOM,weekend,0,101-200
144963,0,1,Frozen Fish,0,FROZEN,380.0,350,220,35.0,CHILE,weekend,0,< 50
145701,0,1,Frozen Shrimp and Crab,0,FROZEN,225.0,280,200,90.0,THAILAND,weekend,0,< 50
145739,0,1,Frozen Shrimp and Crab,0,FROZEN,2328.0,68,216,312.0,ARGENTINA,weekend,0,201-300
145763,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,150,60,40.0,INDIA,weekend,0,< 50
145780,0,1,Frozen Shrimp and Crab,0,FROZEN,670.0,40,245,165.0,VIET NAM,weekend,0,51-100
145784,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,30,140,110.0,HONG KONG,weekend,1,< 50
146200,0,1,Frozen Seashell,0,FROZEN,454.0,180,220,30.0,MEXICO,weekend,0,101-200
146537,0,2,Frozen Seashell,0,FROZEN,300.0,200,150,50.0,KOREA,weekend,1,101-200
146713,0,1,Other Frozen Seafood,0,FROZEN,500.0,220,180,30.0,CHINA,weekend,0,< 50
146714,0,1,Other Frozen Seafood,0,FROZEN,500.0,220,50,200.0,KOREA,weekend,0,51-100
146733,0,1,Other Frozen Seafood,0,FROZEN,130.0,20,150,20.0,SINGAPORE,weekend,0,< 50
146734,0,1,Other Frozen Seafood,0,FROZEN,250.0,300,170,70.0,HONG KONG,weekend,0,101-200
146735,0,5,Other Frozen Seafood,0,FROZEN,340.0,200,250,30.0,KOREA,weekend,1,201-300
